"Date","Price","Address","FullMarketPrice","County","RoutingKey","NewDwelling"
"30/11/2012","150000.00","NO. 3 POLLERTON ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"29/11/2012","38000.00","14 BARROW MILL, CARLOW","TRUE","Carlow","R93","FALSE"
"29/11/2012","95000.00","7 OAK GROVE, ROYAL OAK ROAD, BAGENALSTOWN","TRUE","Carlow","NA","FALSE"
"29/11/2012","67000.00","7A BROWN STREET, CARLOW","TRUE","Carlow","R93","FALSE"
"29/11/2012","75000.00","9 PAIRC MHUIRE, TULLOW, CO CARLOW","TRUE","Carlow","R93","FALSE"
"29/11/2012","80000.00","BALLINTEMPLE, ARDATTIN","TRUE","Carlow","R93","FALSE"
"28/11/2012","120000.00","3 BEECHWOOD CLOSE, BAGENALSTOWN","TRUE","Carlow","R21","FALSE"
"28/11/2012","40000.00","6 POLLERTON ROAD, CARLOW TOWN","TRUE","Carlow","R93","FALSE"
"28/11/2012","90000.00","9 BARROWMILLS, GRAIGUECULLEN, CARLOW","TRUE","Carlow","NA","FALSE"
"28/11/2012","82000.00","RATHCROGUE, CARLOW","TRUE","Carlow","R93","FALSE"
"27/11/2012","57000.00","1 SLIABH BAN, MYSHALL","TRUE","Carlow","R21","FALSE"
"27/11/2012","100000.00","20 QUINAGH GREEN, BLACKBOG ROAD, CARLOW","TRUE","Carlow","NA","FALSE"
"27/11/2012","95000.00","25 SPRINGFIELD DRIVE, RATHNAPISH, CARLOW","TRUE","Carlow","NA","FALSE"
"27/11/2012","112500.00","27 RATHSILLAN, CARLOW ROAD, TULLOW","TRUE","Carlow","NA","TRUE"
"27/11/2012","99950.00","31 RATHSILLAN, CARLOW ROAD, TULLOW","TRUE","Carlow","NA","TRUE"
"27/11/2012","97950.00","32 RATHSILLAN, CARLOW ROAD, TULLOW","TRUE","Carlow","NA","TRUE"
"27/11/2012","27940.00","36 WOODLAWN PARK, BORRIS","FALSE","Carlow","R95","FALSE"
"27/11/2012","100000.00","LARAH, BALLON, CO. CARLOW","TRUE","Carlow","NA","FALSE"
"25/11/2012","100000.00","52 ASHFIELD, BLACKBOG ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"23/11/2012","101500.00","25 WOODGROVE, TULLOW ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"22/11/2012","48000.00","20 BURRIN MANOR, TULLOW ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"22/11/2012","141000.00","21 LARKFIELD, RATHNAPISH","TRUE","Carlow","NA","FALSE"
"20/11/2012","130000.00","15 THE GREEN, CHAPELSTOWN GATE, TULLOW ROAD","TRUE","Carlow","NA","FALSE"
"20/11/2012","35000.00","2 PARK GREEN, PHELIM WOOD, TULLOW","TRUE","Carlow","R93","TRUE"
"19/11/2012","159000.00","34 KYLEMORE HILL, RATHOE, CARLOW.","TRUE","Carlow","R93","FALSE"
"19/11/2012","297500.00","4 STRAWHALL VILLAS, ATHY ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"19/11/2012","220264.32","6 MOUNT AARON WOOD, A, TULLOW","TRUE","Carlow","NA","TRUE"
"16/11/2012","66000.00","9 POLLERTON ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"16/11/2012","155000.00","KNOCKNATUBRID, TULLOW","TRUE","Carlow","R93","FALSE"
"14/11/2012","25000.00","71 ST PATRICK'S PARK, TULLOW","TRUE","Carlow","R93","FALSE"
"09/11/2012","190000.00","19 COLLEGE GARDENS, GRANBY ROW, CARLOW","TRUE","Carlow","NA","FALSE"
"09/11/2012","49741.00","76  ASHFIELD, BAGENALSTOWN, CO. CARLOW","FALSE","Carlow","R21","FALSE"
"09/11/2012","70000.00","MILL STREET, TULLOW","TRUE","Carlow","R93","FALSE"
"08/11/2012","39944.60","71  HILBROOK ESTATE, TULLOW, CO. CARLOW","FALSE","Carlow","R93","FALSE"
"07/11/2012","57500.00","53 O'HANRAHAN AVENUE, CARLOW","TRUE","Carlow","R93","FALSE"
"07/11/2012","240000.00","BALLYMURPHY ROAD, TULLOW, CO. CARLOW","TRUE","Carlow","R93","FALSE"
"07/11/2012","195000.00","CARTHY'S COTTAGE, RATHEADON, BAGENALSTOWN","TRUE","Carlow","R21","FALSE"
"30/10/2012","65000.00","22 SPRINGFIELD PARK, BURRIN ROAD, CARLOW","TRUE","Carlow","NA","FALSE"
"26/10/2012","127500.00","10 ROYAL OAK CLOSE, BAGENALSTOWN","TRUE","Carlow","R21","TRUE"
"25/10/2012","120000.00","TEACH OURAGH, TULLOW, CO. CARLOW","TRUE","Carlow","R93","FALSE"
"24/10/2012","82000.00","16 ASKEA COURT, O BRIEN ROAD, CARLOW","TRUE","Carlow","NA","FALSE"
"19/10/2012","138000.00","14 SLANEY BANK AVENUE, RATHVILLY","TRUE","Carlow","R93","FALSE"
"19/10/2012","75000.00","14 WOLSELEY PARK, MOUNT WOLESLEY, TULLOW","FALSE","Carlow","NA","FALSE"
"19/10/2012","145000.00","16 THE ORCHARDS, TULLOW ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"19/10/2012","85000.00","20 RATHSALIN, CARLOW ROAD, TULLOW","TRUE","Carlow","NA","FALSE"
"18/10/2012","100000.00","21 HILLVIEW DRIVE, GREEN LANE, RATHNAPISH","TRUE","Carlow","NA","FALSE"
"18/10/2012","142000.00","27 RATHGLEN, KILLESHIN, CARLOW","TRUE","Carlow","NA","FALSE"
"17/10/2012","75000.00","189, POLLERTON ROAD","TRUE","Carlow","R93","FALSE"
"16/10/2012","220000.00","22 THE ELMS, ATHY ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"16/10/2012","8000.00","RAHEEN, TOBINSTOWN, TULLOW","TRUE","Carlow","R93","FALSE"
"15/10/2012","103000.00","33 RIVERSIDE, CARLOW","TRUE","Carlow","R93","FALSE"
"12/10/2012","101321.58","6 MEADOWS WAY, SPRINGHILL ROAD, CARLOW","TRUE","Carlow","NA","TRUE"
"12/10/2012","47000.00","COOLANOWLE, BALLICKMOYLER","TRUE","Carlow","R93","FALSE"
"10/10/2012","164500.00","RATHVINDEN, LEIGHLINBRIDGE, CARLOW","TRUE","Carlow","R93","FALSE"
"08/10/2012","190000.00","4 KILLESHIN ROAD, GRAIGUECULLEN, CARLOW","TRUE","Carlow","R93","TRUE"
"05/10/2012","60000.00","100 WILLOW PARK, TULLOW ROAD","TRUE","Carlow","NA","TRUE"
"05/10/2012","60000.00","102 WILLOW PARK, TULLOW ROAD, CARLOW","TRUE","Carlow","NA","TRUE"
"05/10/2012","58000.00","57 BURRIN MANOR, TULLOW ROAD, CARLOW","TRUE","Carlow","R93","FALSE"
"05/10/2012","150000.00","PALATINE, CARLOW","TRUE","Carlow","R93","FALSE"
"05/10/2012","60000.00","SITE NO. 104, WILLOW PARK, TULLOW ROAD","TRUE","Carlow","NA","TRUE"
"05/10/2012","60000.00","SITE NO. 105, WILLOW PARK, TULLOW ROAD","TRUE","Carlow","NA","TRUE"
"05/10/2012","60000.00","SITE NO. 106, WILLOW PARK, TULLOW ROAD","TRUE","Carlow","NA","TRUE"
"03/10/2012","80000.00","3 RIVERBANK, POACHERS GATE, BURRIN ROAD","TRUE","Carlow","NA","FALSE"
"03/10/2012","50000.00","APT 17 RIVERCOURT, BAGENALSTOWN","TRUE","Carlow","NA","TRUE"
"27/09/2012","114295.00","151 CROSSNEEN MANOR, GRAIGUECULLEN, CARLOW","TRUE","Carlow","NA","TRUE"
"27/09/2012","85000.00","29 MOYACOMB MEADOWS, CLONEGAL","TRUE","Carlow","NA","TRUE"
"26/09/2012","91000.00","6 DARGAN LAWNS, BURRIN ROAD","TRUE","Carlow","NA","FALSE"
"26/09/2012","120000.00","BROWNESHILL, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"25/09/2012","29947.50","8 BALLON HILL, BALLON","FALSE","Carlow","R93","FALSE"
"21/09/2012","105000.00","8A FRIARS GREEN, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"20/09/2012","154000.00","16 THE GLEN, MORTARSTOWN, CARLOW","TRUE","Carlow","R93","FALSE"
"19/09/2012","125000.00","143 CROSSNEEN MANOR, CROSSNEEN, LEIGHLIN ROAD, CARLOW","TRUE","Carlow","R93","TRUE"
"17/09/2012","50000.00","KILQUIGGAN, TULLOW","TRUE","Carlow","R93","FALSE"
"14/09/2012","195000.00","13 DONN óR, BROWNSHILL RD, CARLOW.","TRUE","Carlow","NA","FALSE"
"13/09/2012","125000.00","BALLYCARNEY, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"12/09/2012","85000.00","5 LOWER STAPLESTOWN ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"11/09/2012","125000.00","BAGENALSTOWN HOUSE, BAGENALSTOWN, CARLOW","TRUE","Carlow","R21","FALSE"
"07/09/2012","58590.00","APARTMENT NO.28, CLARENCE GATE, KILKENNY ROAD  CARLOW, CARLOW","TRUE","Carlow","NA","TRUE"
"07/09/2012","165000.00","KNOCKCLONAGAD, GARRYHILL, CARLOW","TRUE","Carlow","R21","FALSE"
"06/09/2012","70000.00","18 BALLYKNOCKAN MANOR, LEIGHLINBRIDGE, CARLOW","TRUE","Carlow","R93","TRUE"
"04/09/2012","57000.00","16 MACGAMHNA ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"03/09/2012","225000.00","CHAPELSTOWN, CARLOW.","TRUE","Carlow","R93","FALSE"
"31/08/2012","65000.00","KILGOREY ROAD, CRETTYARD, CARLOW","TRUE","Carlow","NA","FALSE"
"30/08/2012","105000.00","13 QUINAGH GREEN, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"28/08/2012","177000.00","OAKLANDS, KEELOGUE, KILLESHIN, CARLOW","TRUE","Carlow","NA","FALSE"
"27/08/2012","100000.00","28 OAKLEY PARK, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"23/08/2012","124000.00","2 THE CLOISTERS, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"23/08/2012","34100.00","79 FATHER CUMMINS PARK, BAGENALSTOWN, CARLOW","FALSE","Carlow","R21","FALSE"
"22/08/2012","61675.00","21 BALLYKNOCKAN MANOR, LEIGHLINBRIDGE, CARLOW, CARLOW","TRUE","Carlow","R93","TRUE"
"22/08/2012","70000.00","3 LARKFIELD, RATHNAPISH, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"20/08/2012","540000.00","GLENDALE ESTATE, TULLOWPHELIM, TULLOW, CARLOW","TRUE","Carlow","NA","TRUE"
"16/08/2012","55000.00","62 THE LAURELS, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"16/08/2012","47500.00","RAHEENLEIGH, MYSHALL, CARLOW","FALSE","Carlow","R21","FALSE"
"15/08/2012","90000.00","16 POLLERTON ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"15/08/2012","36686.00","64 FR CUMMINS PK, BAGENALSTOWN","FALSE","Carlow","R21","FALSE"
"14/08/2012","141000.00","10 MOUNT CLARE COURT, GRAIGUECULLEN, CARLOW","TRUE","Carlow","R93","FALSE"
"14/08/2012","40000.00","75 ST PATRICKS PARK, TULLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"14/08/2012","90000.00","MUIRE LINN, BROWNSHILL ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"10/08/2012","126000.00","71 GREEN ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"09/08/2012","152500.00","2 THE FAIRWAYS, POLLERTON, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"09/08/2012","28000.00","22 THE NUMBERS, GRAIGUECULLEN, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"07/08/2012","110000.00","43 RIVERSIDE, HANOVER, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"07/08/2012","215000.00","KNOCKROE, BORRIS, CARLOW","TRUE","Carlow","R95","FALSE"
"03/08/2012","116000.00","59 OLD BURRIN, BARRACK STREET, CARLOW","TRUE","Carlow","NA","FALSE"
"03/08/2012","188000.00","ASHLAWN HOUSE, RATHRUSH, BALLON, CARLOW","TRUE","Carlow","NA","FALSE"
"02/08/2012","211000.00","6 BOURLUM WOOD, GREEN ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"02/08/2012","105000.00","68 BARROWVALE, PORTLAISE ROAD, GRAIGUECULLEN CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"02/08/2012","65000.00","SHILLELAGH ROAD, TULLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"01/08/2012","195000.00","BALLON HILL, BALLON, CARLOW","TRUE","Carlow","R93","FALSE"
"31/07/2012","65000.00","4 JOHN STREET, TULLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"30/07/2012","48500.00","7 ROYAL OAK CLOSE, BAGENALSTOWN, CARLOW","TRUE","Carlow","R21","FALSE"
"27/07/2012","90000.00","MOUNTAINVIEW, GARRYHUNDEN, NURNEY, CARLOW","TRUE","Carlow","NA","FALSE"
"27/07/2012","210000.00","ROCKLANDS, SANDFIELD, OAK PARK, CARLOW","TRUE","Carlow","NA","FALSE"
"26/07/2012","118943.00","72 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","TRUE"
"25/07/2012","265000.00","JOHNSDUFFWOOD, OLD LEIGHLIN, CARLOW","TRUE","Carlow","NA","FALSE"
"20/07/2012","41000.00","47 BIRCH CLOSE, NEW OAK ESTATE, CARLOW","TRUE","Carlow","R93","FALSE"
"20/07/2012","160000.00","81 SANDHILLS, HACKETSTOWN RD., CARLOW, CARLOW","TRUE","Carlow","R93","TRUE"
"20/07/2012","220000.00","NO 2 MEADOWBANK, PALATINE, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"20/07/2012","150000.00","SUNNY CEDARS, KILLESHIN ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"18/07/2012","69000.00","107 WILLOW PARK, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","TRUE"
"17/07/2012","65500.00","STRABOE, KILLERIG, CARLOW","TRUE","Carlow","R93","FALSE"
"14/07/2012","25000.00","APOLLO HOUSE, BARRACK STREET, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"13/07/2012","110000.00","15 SLANEY BANK, RATHVILLY, CARLOW","TRUE","Carlow","R93","FALSE"
"13/07/2012","30000.00","KYLESHALL, RAHEENDORAN, CARLOW","TRUE","Carlow","NA","FALSE"
"12/07/2012","61233.49","31 CLARENCE GATE, KILKENNY ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","TRUE"
"12/07/2012","120000.00","MAIDENHEAD, BALLICKMOYLER, CARLOW","TRUE","Carlow","R93","FALSE"
"09/07/2012","135000.00","52 RATHSILLIAN, CARLOW ROAD, TULLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"06/07/2012","120000.00","17 TEMPLEOWEN, BUNCLODY ROAD, TULLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"06/07/2012","114537.44","5 MEADOW WAY, SPRINGHILL ROAD, CARLOW","TRUE","Carlow","NA","FALSE"
"06/07/2012","72000.00","5 RATHSILLAN, TULLOW, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"06/07/2012","35000.00","71 NEW OAK ESTATE, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"06/07/2012","245000.00","BUTLERSGRANGE, TULLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"06/07/2012","255000.00","GRANGE, TULLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"06/07/2012","122000.00","OAKLEER, BALLAGHMOON, CARLOW","TRUE","Carlow","NA","FALSE"
"03/07/2012","180000.00","BALLINASILLOGUE, BORRIS, CARLOW","TRUE","Carlow","NA","FALSE"
"29/06/2012","125000.00","NO 21 BARROWVALE, PORTLAOISE ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"26/06/2012","12500.00","GOVERNEY SQUARE, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"22/06/2012","110000.00","35 CLARENCE GATE, KILKENNY RD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"22/06/2012","66079.29","77 WILLOW PARK, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"22/06/2012","118898.67","8 MEADOWS WAY, SPRINGHILL ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","TRUE"
"19/06/2012","82000.00","25 MOUNTAIN VIEW, POLLERTON, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"19/06/2012","51000.00","NO. 4 THE GREEN, HACKETSTOWN, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"19/06/2012","66000.00","OLD LEIGHLIN, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"18/06/2012","62075.00","20 BALLYKNOCKAN MANOR, LEIGHLINBRIDGE, CARLOW","TRUE","Carlow","R93","TRUE"
"14/06/2012","55000.00","16 FR MURPHY TERRACE, DUBLIN RD, TULLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"08/06/2012","157000.00","9 RATH GLEN, KILLESHIN, CARLOW, CARLOW","TRUE","Carlow","R93","TRUE"
"08/06/2012","130000.00","PUFFIN HOUSE, MOATE CROSS, RATHVILLY, CARLOW","TRUE","Carlow","NA","FALSE"
"08/06/2012","45000.00","ST JUDES, MAIN STREET, CLONEGAL, CARLOW","FALSE","Carlow","NA","FALSE"
"01/06/2012","175000.00","17 DARGAN LAWNS, BURRIN ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"30/05/2012","140000.00","CLONEEN, NURNEY, CARLOW","TRUE","Carlow","R93","FALSE"
"28/05/2012","72000.00","28 MOUNT LEINSTER PARK, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"28/05/2012","130000.00","4 RATHGLEN, KILLESHIN, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"28/05/2012","165000.00","DRUMMOND, ST. MULLINS, CARLOW","TRUE","Carlow","R95","FALSE"
"25/05/2012","107000.00","33 RATHSILLAN, CARLOW ROAD, TULLOW, CARLOW","TRUE","Carlow","NA","TRUE"
"24/05/2012","100000.00","BALLYRAGGAN, RATHVILLY, CARLOW","TRUE","Carlow","R93","FALSE"
"18/05/2012","156000.00","SHANGARRY, MYSHALL, CARLOW","TRUE","Carlow","R21","FALSE"
"15/05/2012","60000.00","43  BALLYKNOCKAN MANOR, LEIGHLINBRIDGE, CO. CARLOW","TRUE","Carlow","R93","TRUE"
"15/05/2012","143000.00","47 THE WILLOWS, POLLERTON, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"10/05/2012","95000.00","33 ASHFIELD, ROYAL OAK ROAD, BAGENALSTOWN, CARLOW","TRUE","Carlow","R21","FALSE"
"09/05/2012","70000.00","7 GOVERNEY PARK, GRAIGUECULLEN, CARLOW","TRUE","Carlow","R93","FALSE"
"09/05/2012","70000.00","ST MULLINS ROAD, TINNAHINCH, CARLOW","TRUE","Carlow","NA","FALSE"
"08/05/2012","45000.00","40 STAUNTON AVENUE, GREGCULLEN, CARLOW","TRUE","Carlow","NA","FALSE"
"08/05/2012","347500.00","STATION ROAD, CARLOW, CARLOW","TRUE","Carlow","R95","FALSE"
"04/05/2012","160000.00","BALLYBAR UPPER, TINRYLAND, CARLOW","TRUE","Carlow","NA","FALSE"
"04/05/2012","98000.00","DONORE, BAGENALSTOWN, CARLOW","TRUE","Carlow","R21","FALSE"
"02/05/2012","90000.00","15 WOLSELEY VILLAGE, TULLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"02/05/2012","100000.00","2  MILLRACE COURT, OLD BURRIN ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","TRUE"
"01/05/2012","196000.00","5 BRAGANZA, ATHY ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"01/05/2012","100000.00","81 GREEN ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"27/04/2012","100000.00","BOHER NA BEAKY, SLANEY QUARTER, TULLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"27/04/2012","30000.00","NEWTOWNALLEN, MAGANEY, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"26/04/2012","57500.00","27 PAIRC MHUIRE, TULLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"26/04/2012","74000.00","49 AVONDALE DRIVE, HANOVER, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"25/04/2012","168000.00","CRAANLUSKY, MILFORD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"24/04/2012","40000.00","APARTMENT 6, CASTLE HILL, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"23/04/2012","150000.00","97  THE WILLOWS, HACKETSTOWN ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"20/04/2012","188000.00","26 BARROWVALE, PORTLAOISE ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"18/04/2012","120000.00","8 THE VIEW, CHAPELSTOWN GATE, CARLOW","TRUE","Carlow","R93","FALSE"
"17/04/2012","100000.00","BEALALAW, MYSHALL, CARLOW","TRUE","Carlow","R21","FALSE"
"16/04/2012","170000.00","12 THE GLEN, MORTARSTOWN, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"16/04/2012","65000.00","6 BARROWVILLE COURT, CARLOW, CARLOW","FALSE","Carlow","R93","FALSE"
"16/04/2012","131000.00","THE WATERMILL, RATHVILLY, CARLOW","TRUE","Carlow","R93","FALSE"
"16/04/2012","185000.00","WOODLAWNS, HANOVER ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"11/04/2012","58500.00","26, ST. PATRICKS AVENUE, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"11/04/2012","170000.00","BARRACK STREET, TULLOW, CO. CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"11/04/2012","80000.00","BLAKES, OLD DUBLIN ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"05/04/2012","110000.00","8 GRANGECOURT, POLLERTON, CARLOW","TRUE","Carlow","NA","FALSE"
"05/04/2012","28600.00","9 HILLVIEW, NURNEY, CARLOW","FALSE","Carlow","R93","FALSE"
"04/04/2012","50000.00","35 PAIRC MHUIRE, TULLOW, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"03/04/2012","50000.00","120 THE LAURELS, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"30/03/2012","75000.00","RAHEENDORAN, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"29/03/2012","170132.15","46 MILFORD PARK, BALLINABRANNA, MILFORD, CARLOW","TRUE","Carlow","NA","TRUE"
"29/03/2012","70000.00","RATHVINDEN COTTAGE, LEIGHLINBRIDGE, CARLOW","TRUE","Carlow","NA","FALSE"
"21/03/2012","48000.00","APARTMENT 2 THE BREWERY, BRIDGE STREET, GRAIGUECULLEN, CARLOW","TRUE","Carlow","NA","FALSE"
"20/03/2012","155000.00","35 MONACURRAGH, BLACKBOG ROAD, CARLOW, CARLOW","TRUE","Carlow","R93","FALSE"
"20/03/2012","125000.00","82 THE WILLOWS, POLLERTON, CARLOW","TRUE","Carlow","R93","FALSE"
"16/03/2012","30250.00","19 HILLBROOKE ESTATE, TULLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"09/03/2012","190000.00","BALLINACARIG, WEXFORD ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","FALSE"
"07/03/2012","60352.00","101 WILLOW PARK, TULLOW ROAD, CARLOW, CARLOW","TRUE","Carlow","NA","TRUE"
"07/03/2012","45500.00","21A, BARRACKS STREET, TULLOW, CARLOW","TRUE","Carlow","NA","FALSE"
